moment,label
"Lastly, receiving my bachelor degree had made me happy. I was able to participate in commencement that the school had offer students to participate to celebrate our achievement in receiving our certificate, association, bachelors, masters, and doctors degree. I was really anxious to participate in the ceremony and that it was over that I finally got my bachelors after years in community college and two years getting my bachelor degree. This event is one the happiest moment of my life. ",achievement
I arrived at the Grand Canyon and saw the view from the South Rim for the first time.,nature
I started consistently exercising which has made me feel better physically and mentally.,exercise
We were given half a day off from work. I was happy to have the time off.,enjoy_the_moment
My best friend got admission into one of the best B Schools.,achievement
MY SISTER'S MARRIAGE FUNCTION,affection
They had deactivated my account last week on an online work at home job I was doing. This happened because they suspected improper activity on my part. I had written to them and showed that I had done nothing wrong. To my relief they accepted my request and my account was restored yesterday. They even said sorry for the inconvenience caused to me. I was indeed pleased.,achievement
WHEN MY RESULTS CAME OF MY INTERMEDIATE 2 DAYS BACK AND I GO STATE FIRST  AND I WAS SAFE,achievement
My toddler son climbed into my lap to share my breakfast.,affection
Skating is an additional event I did that made me happy in the past 24 hours. ,leisure
"When my online purchase family arrives at my houses, at felt happy to hold that by that by my hands, because that in ome of my favorable thing.",affection
My favorite movie came on tv.,leisure
In the morning when I was talking with my friend about shopping a new hard disk by Internet to my ps4,bonding
My girlfriend and I rewatched the first Pirates of the Caribbean. ,affection
I received a bonus at work.,achievement
I was happy when my husband cooked a tasty breakfast for me this morning.,affection
I won an online auction for an item I needed for work.,achievement
I slept in 3 extra hours,leisure
I bought a new coat.,achievement
I was happy when I got off of work early when it was such a beautiful day. ,enjoy_the_moment
Last week my girlfriend and I went to see Chris Rock at the Fox Theatre in Detroit.,affection
My dad made me a bagel for breakfast without me asking. ,affection
Finished doing a load of laundry on a lazy Sunday.,achievement
I got a new car.,achievement
1. My mom traveled across the country to visit me ,affection
"My best friend graduated from Law School, so I got to proudly attend his graduation ceremony.",bonding
I set up my own knitting school part time.,achievement
I was happy when my grandson woke me up to wish me a happy birthday.,affection
Another thing that made me happy was having a good conversation with my brother who is a really great person.,affection
My wife cooked lunch for me.,affection
Going to see baby at the doctors!,affection
I was planning for a team change in job. Got an offer.,achievement
My salary finally got credited.,achievement
I played with the dog of someone I support. He is young and adorable! He listens to me well even though I only see him twice a week.,affection
I learned some techniques to earn about twice as much money online as I did before,achievement
I was approved for a new work-from-home program at work.,achievement
I WENT TO COMPUTER CLASS.,achievement
Last night my brother gift me gold chain on my birthday occasion its happiest event for me.,affection
I met my best friend after a month.,bonding
We finished a large project at work and now we are heading into our easy season.,achievement
Getting everything on my to do list done yesterday.,achievement
MY SISTER MARRIAGE,affection
I WENT TO COMPUTER CLASS.,achievement
I made homemade ice cream.,achievement
Sat and watched a movie with my wife,affection
I was with my four nieces and the youngest one said that I was her favorite uncle.,affection
My daughter played great at her soccer game.,achievement
Purchased a Air Cooler for my office to work with a cool mind.,achievement
Finding someone to sublease my apartment.,achievement
I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,bonding
One of my friend shared me a funny animal video.,bonding
ANOTHER DAUGHTER SKYPED ME FROM JAPAN,affection
"Getting accepted into my state's selective leadership program, which was competitive, with a complete scholarship.",achievement
I took my dogs to the dog park.,affection
I had a very good day in sales at my job yesterday.,achievement
I bought excellent new work boots that fit well and are comfortable.,achievement
I saw a romantic comedy.,leisure
"I performed very well in the gym, re-achieving some old standards but be set for myself in the past. ",exercise
Going through 9gag and having a good laugh at some of the funniest stuffs online.,enjoy_the_moment
"I had a great workout yesterday that lasted a little over two hours, leaving me feeling awesome.",exercise
I was really happy last week when me and my husband visited Cheesecake Factory on date night.,affection
